ranking,num,data,name,score
2286,(139人评分),"
                         26话 /  1997年5月3日 / 鍋島修 / CLAMP / 田中比呂人                    ",CLAMP学园侦探团,6.7
2287,(94人评分),"
                          2006年11月17日                    ",快乐的大脚,6.6
2288,(68人评分),"
                          2007年10月2日 / 山村浩二 / 卡夫卡                    ",乡村医生,6.6
2289,(118人评分),"
                         3话 /  2002年5月31日 / ru’f                    ",奴隶市场,6.7
2290,(2978人评分),"
                         12话 /  2013年4月13日                    ",变态王子与不笑猫,6.8
2291,(320人评分),"
                         10话 /  2014年2月14日                    ",纳米核心,6.8
2292,(349人评分),"
                         39话 /  2005年4月2日 / 西村純二 / 喬林知                    ",今天开始做魔王 第二季,6.8
2293,(87人评分),"
                         1话 /  2006年11月22日                    ",魔法老师捏吉!? 夏,6.6
2294,(86人评分),"
                         26话 /  1998年4月8日 / 富野由悠季 / 矢立肇・富野由悠季 / いのまたむつみ                    ",灵魂力量,6.6
2295,(202人评分),"
                         114话 /  2013年1月7日                    ",离线LINE - 上班族 -,6.8
2296,(581人评分),"
                         4话 /  2014年10月15日                    ",命运石之门 聪明睿智的认知计算,6.8
2297,(118人评分),"
                          2000                    ",小鸡快跑,6.7
2298,(60人评分),"
                          1998年9月5日 / たかしげ宙                    ",遗迹守护者,6.6
2299,(176人评分),"
                          2012-06-19(中国大陆) / 2012-06-22(美国) / 马克∙安德鲁斯 / 布兰达∙查普曼 / 史蒂夫·普切尔                    ",勇敢传说,6.7
2300,(56人评分),"
                         1话 /  2013年3月27日                    ",kira☆kira 5周年纪念动画,6.5
2301,(354人评分),"
                         13话 /  2015年7月3日                    ",战姬绝唱SYMPHOGEAR GX,6.8
2302,(253人评分),"
                         1话 /  2014年9月23日                    ",属性同好会 OAD,6.8
2303,(81人评分),"
                         10话 /  2015年8月1日 / 冨士川祐輔 / 熊本彩加                    ",欧西里斯的天秤,6.6
2304,(481人评分),"
                         6话 /  2014年6月25日                    ",漫画家和助手 OVA,6.8
2305,(113人评分),"
                         1话 /  2003年2月21日                    ",人形电脑天使心：送东西,6.7
2306,(710人评分),"
                         12话 /  2016年1月8日 / 川口敬一郎 / 鈴木健也 『おしえて！ギャル子ちゃん』／KADOKAWA刊 / 藤崎賢二                    ",告诉我！辣妹子酱,6.8
2307,(466人评分),"
                          2013年4月13日                    ",AURA ～魔龙院光牙最后的战斗～,6.8
2308,(132人评分),"
                         1话 /  2017年1月23日 / 鈴木健也 『おしえて！ギャル子ちゃん』／KADOKAWA刊                    ",告诉我！辣妹子酱 OAD,6.7
2309,(105人评分),"
                         6话 /  2003年11月27日                    ",大悪司,6.7
2310,(708人评分),"
                         12话 /  2017年4月2日 / 今井哲也 (徳間書店「月刊COMICリュウ」連載)                    ",爱丽丝与藏六,6.8
2311,(192人评分),"
                         73话 /  2012年10月7日                    ",游戏王ZEXAL II,6.7
2312,(75人评分),"
                         12话 /  2002年7月4日 / うえだしげる / 介錯                    ",圆盘皇女,6.6
2313,(234人评分),"
                         8话 /  2016年10月26日 / 八瀬祐樹 / 西尾維新                    ",斩首循环 蓝色学者与戏言跟班,6.8
2314,(205人评分),"
                         24话 /  2005年10月2日 / 川崎逸朗 / F&C・FC01 / 新田靖成                    ",七彩的素描,6.8
2315,(115人评分),"
                         6话 /  1992年5月21日 / 八谷賢一 / 美樹本晴彦、石田敦子、筱雅律                    ",超时空要塞II 再爱一次,6.7
2316,(66人评分),"
                         1话 /  2001年12月30日                    ",精灵宝可梦：雷公 雷的传说,6.5
2317,(271人评分),"
                          2008年10月17日                    ",生化危机 恶化,6.8
2318,(187人评分),"
                         1话 /  1999年7月25日                    ",机动战士高达 第08MS小队 最后的休憩,6.7
2319,(3268人评分),"
                         13话 /  2012年4月5日 / はっとりみつる                    ",散华礼弥,6.8
2320,(347人评分),"
                         6话 /  2012年9月19日                    ",拜托了 爱因兹贝伦咨询室,6.8
2321,(403人评分),"
                         1话 /  2011年10月26日                    ",青之驱魔师 小黑出走记,6.8
2322,(195人评分),"
                         12话 /  2016年12月23日 / 松井優征・青戸成                    ",杀老师Quest,6.7
2323,(238人评分),"
                          2013年2月9日                    ",闪亮的拓人 剧场版,6.8
2324,(65人评分),"
                         1话 /  2005年8月26日 / ミンク                    ",夜勤病棟 Kranke 児玉あい,6.6
2325,(413人评分),"
                         27话 /  2009年10月2日 / 篠原俊哉 / 山形石雄 / 山田正樹                    ",战斗司书,6.8
2326,(174人评分),"
                         2话 /  2015年10月9日 / CandySoft                    ",あねよめカルテット,6.7
2327,(164人评分),"
                         1话 /  1998年 / 谷口悟朗 / 尾田荣一郎 / 尾田荣一郎                    ",海贼王 打倒海贼强萨克！,6.7
2328,(192人评分),"
                         2话 /  2014年8月25日                    ",青春之旅 OAD,6.7
2329,(484人评分),"
                         212话 /  1998                    ",海尔兄弟,6.8
2330,(122人评分),"
                         4话 /  2004年11月25日 / 冨永タクオ(冨永拓生)(#1~3)→茂木信二郎(#4) / BANDAI NAMCO Entertainment Inc.                    ",幻想传说,6.7
2331,(132人评分),"
                         1话 /  2015年7月18日                    ",Pokémon the movie XY 光环的超魔神 胡帕,6.7
2332,(131人评分),"
                         4话 /  2016年1月8日 / 沼田友 / 沼田友                    ",旅街晚间秀,6.7
2333,(254人评分),"
                         2话 /  2007年9月12日 / 菅沼栄治 / 私屋カヲル / 石川雅一                    ",萝莉的时间 OAD,6.8
2334,(795人评分),"
                         12话 /  2014年7月6日 / 松本ひで吉                    ",生存游戏社,6.8
2335,(695人评分),"
                         39话 /  2006年4月8日 / 宍戸淳 / 雪乃紗衣（角川書店「角川ビーンズ文庫」刊） / 大岛美和                    ",彩云国物语,6.8
2336,(429人评分),"
                         12话 /  2016年10月5日 / 五十嵐卓哉 / 朝霧カフカ・春河35「文豪ストレイドッグス」（ヤングエース / KADOKAWA）                    ",文豪野犬 第二季,6.8
2337,(174人评分),"
                         26话 /  1999年7月3日 / 西村純二 / 藤崎竜 / 小島正士                    ",仙界传 封神演义,6.7
2338,(1557人评分),"
                         13话 /  2012年7月8日 / 春日みかげ                    ",织田信奈的野望,6.8
2339,(179人评分),"
                         3话 /  2008年1月25日                    ",连结方式,6.7
2340,(291人评分),"
                         13话 /  2016年4月15日 / 大高忍・大寺義史 （小学館「裏サンデー」連載中）                    ",天方魔谭MAGI 辛巴达的冒险,6.8
2341,(975人评分),"
                         12话 /  2016年1月10日 / 亀井幹太 / 岩原裕二                    ",Dimension W -第四次元-,6.8
2342,(52人评分),"
                         1话 /  2017年6月30日 / Pierre Coffin / Kyle Balda                    ",神偷奶爸3,6.5
2343,(1642人评分),"
                         25话 /  2009年4月2日 / 加戸誉夫 / 望月淳 / 小林千鶴、山岡信一                    ",潘多拉之心,6.8
2344,(224人评分),"
                         12话 /  2015年4月6日                    ",我是高宫茄乃,6.8
2345,(70人评分),"
                         44话 /  2011年3月2日 / 日野晃博 / 高橋ナオヒト                    ",纸箱战机,6.6
2346,(1224人评分),"
                         13话 /  2014年10月5日                    ",灰色的果实,6.8
2347,(79人评分),"
                         6话 /  2011年6月24日 / 月見里智弘、荒井はむ                    ",希望宅邸？,6.6
2348,(136人评分),"
                         6话 /  2009年7月24日                    ",限定少女。,6.7
2349,(1160人评分),"
                         178话 /  2001年10月10日 / 浜名孝行 / 許斐剛 / 石井明治                    ",网球王子,6.8
2350,(80人评分),"
                          2015年5月23日                    ",头文字D Legend2 -斗走-,6.6
2351,(184人评分),"
                         1话 /  2016年9月3日 / 尾崎隆晴 / アトラス / 矢萩利幸・松本圭太                    ",女神异闻录5 -THE DAY BREAKERS-,6.7
2352,(1640人评分),"
                         12话 /  2014年4月7日 / ヒロユキ                    ",漫画家和助手,6.8
2353,(193人评分),"
                         108话 /  2006年9月                    ",虹猫蓝兔七侠传,6.7
2354,(93人评分),"
                         2话 /  2008年11月28日 / 甘詰留太                    ",呼唤你的名字,6.6
2355,(731人评分),"
                         12话 /  2013年7月4日                    ",归宅部活动记录,6.8
